lat,lon,Band1
-20.908333333343663,140.6416666663642,-1001.4775
-20.908333333343663,140.64583333303085,-1192.7219
-20.908333333343663,140.6499999996975,-1550.827
-20.908333333343663,140.65416666636418,-2230.0508
-20.908333333343663,140.65833333303084,-1178.0571
-20.908333333343663,140.66249999969753,-325.2961
-20.908333333343663,140.6666666663642,527.2443
-20.908333333343663,140.67083333303086,1625.8124
-20.908333333343663,140.67499999969755,450.20557
-20.908333333343663,140.6791666663642,-377.33374
-20.908333333343663,140.68333333303087,-1068.4347
-20.908333333343663,140.68749999969754,-1619.5388
-20.908333333343663,140.6916666663642,-2168.401
-20.908333333343663,140.6958333330309,-2084.0151
-20.908333333343663,140.69999999969755,-2060.1748
-20.908333333343663,140.70416666636422,-2061.2004
-20.908333333343663,140.7083333330309,-2047.0609
-20.908333333343663,140.71249999969757,-2034.947
-20.908333333343663,140.71666666636423,-400.8247
-20.908333333343663,140.7208333330309,1256.0936
-20.908333333343663,140.72499999969756,2904.9507
-20.908333333343663,140.72916666636425,4575.8413
-20.908333333343663,140.7333333330309,3862.3362
-20.908333333343663,140.73749999969758,3071.4832
-20.908333333343663,140.74166666636427,2059.7195
-20.908333333343663,140.74583333303093,972.27026
-20.908333333343663,140.7499999996976,-74.35891
-20.908333333343663,140.75416666636426,-138.43674
-20.908333333343663,140.75833333303092,-87.89843
-20.908333333343663,140.7624999996976,9.757989
-20.908333333343663,140.76666666636427,140.86876
-20.908333333343663,140.77083333303094,387.5656
-20.908333333343663,140.77499999969763,1141.3448
-20.908333333343663,140.7791666663643,2059.8442
-20.908333333343663,140.78333333303095,3094.2717
-20.908333333343663,140.78749999969762,4353.83
-20.908333333343663,140.79166666636428,3839.3525
-20.908333333343663,140.79583333303097,3550.5999
-20.908333333343663,140.79999999969763,3316.8347
-20.908333333343663,140.8041666663643,3154.463
-20.908333333343663,140.808333333031,2937.5225
-20.912500000010333,140.53333333303075,-1918.7584
-20.912500000010333,140.53749999969742,-2192.3958
-20.912500000010333,140.5416666663641,-2006.3091
-20.912500000010333,140.54583333303077,-1589.2299
-20.912500000010333,140.54999999969743,-1004.9875
-20.912500000010333,140.5541666663641,-425.473
-20.912500000010333,140.55833333303076,-57.45387
-20.912500000010333,140.56249999969745,-976.89746
-20.912500000010333,140.5666666663641,-2095.3706
-20.912500000010333,140.57083333303078,-3146.0938
-20.912500000010333,140.57499999969747,-3852.95
-20.912500000010333,140.57916666636413,-3856.4756
-20.912500000010333,140.5833333330308,-3558.1284
-20.912500000010333,140.58749999969746,-3144.4526
-20.912500000010333,140.59166666636412,-2701.161
-20.912500000010333,140.5958333330308,-2259.2534
-20.912500000010333,140.59999999969747,-1929.9996
-20.912500000010333,140.60416666636414,-1626.8119
-20.912500000010333,140.60833333303083,-1359.7354
-20.912500000010333,140.6124999996975,-1142.8225
-20.912500000010333,140.61666666636415,-990.3823
-20.912500000010333,140.62083333303082,-932.1175
-20.912500000010333,140.62499999969748,-910.12604
-20.912500000010333,140.62916666636417,-890.7921
-20.912500000010333,140.63333333303083,-843.3284
-20.912500000010333,140.6374999996975,-751.77216
-20.912500000010333,140.6416666663642,-664.07684
-20.912500000010333,140.64583333303085,-642.084
-20.912500000010333,140.6499999996975,-704.92957
-20.912500000010333,140.65416666636418,-832.3764
-20.912500000010333,140.65833333303084,-468.32767
-20.912500000010333,140.66249999969753,-99.40078
-20.912500000010333,140.6666666663642,252.0205
-20.912500000010333,140.67083333303086,528.05566
-20.912500000010333,140.67499999969755,9.821356
-20.912500000010333,140.6791666663642,-529.48047
-20.912500000010333,140.68333333303087,-1008.73663
-20.912500000010333,140.68749999969754,-1389.3762
-20.912500000010333,140.6916666663642,-1689.3387
-20.912500000010333,140.6958333330309,-1740.3038
-20.912500000010333,140.69999999969755,-1758.1035
-20.912500000010333,140.70416666636422,-1746.2664
-20.912500000010333,140.7083333330309,-1626.1211
-20.912500000010333,140.71249999969757,-1242.409
-20.912500000010333,140.71666666636423,-83.60653
-20.912500000010333,140.7208333330309,1321.0002
-20.912500000010333,140.72499999969756,2710.686
-20.912500000010333,140.72916666636425,3786.0212
-20.912500000010333,140.7333333330309,3712.0059
-20.912500000010333,140.73749999969758,3221.0698
-20.912500000010333,140.74166666636427,2490.4702
-20.912500000010333,140.74583333303093,1686.7786
-20.912500000010333,140.7499999996976,947.45734
-20.912500000010333,140.75416666636426,600.9748
-20.912500000010333,140.75833333303092,400.05994
-20.912500000010333,140.7624999996976,304.64627
-20.912500000010333,140.76666666636427,346.85147
-20.912500000010333,140.77083333303094,628.55273
-20.912500000010333,140.77499999969763,1307.7305
-20.912500000010333,140.7791666663643,2186.6948
-20.912500000010333,140.78333333303095,3104.0981
-20.912500000010333,140.78749999969762,3908.8308
-20.912500000010333,140.79166666636428,3991.5027
-20.912500000010333,140.79583333303097,3967.6943
-20.912500000010333,140.79999999969763,3921.0657
-20.912500000010333,140.8041666663643,3881.487
-20.912500000010333,140.808333333031,3806.648
