Lon,Lat,Mag,Grav_1vd
140.5923522,-20.88236365,1320.516724,-1637.674194
140.5931855,-20.88236365,903.9750366,-1637.674194
140.5940188,-20.88236365,635.4613647,-1272.162598
140.5948521,-20.88236365,891.3901978,-1272.162598
140.5956854,-20.88236365,1675.459595,-1272.162598
140.5965187,-20.88236365,2304.710205,-1272.162598
140.597352,-20.88236365,2251.522705,-1272.162598
140.5981853,-20.88236365,1742.256348,-950.1714478
140.5990186,-20.88236365,1174.327881,-950.1714478
140.5998519,-20.88236365,721.8953857,-950.1714478
140.6006852,-20.88236365,538.6288452,-950.1714478
140.6015185,-20.88236365,505.8238831,-950.1714478
140.6023518,-20.88236365,502.2333679,-708.6248169
140.6031851,-20.88236365,497.0215149,-708.6248169
140.6040184,-20.88236365,486.5960388,-708.6248169
140.6048517,-20.88236365,473.6401978,-708.6248169
140.605685,-20.88236365,462.5910339,-708.6248169
140.6065183,-20.88236365,454.8440247,-541.0403442
140.6073516,-20.88236365,451.6402893,-541.0403442
140.6081849,-20.88236365,452.5646362,-541.0403442
140.6090182,-20.88236365,458.5614014,-541.0403442
140.6098515,-20.88236365,465.0282288,-541.0403442
140.6106848,-20.88236365,466.6064453,-444.077301
140.6115181,-20.88236365,560.5917969,-444.077301
140.6123514,-20.88236365,949.7614136,-444.077301
140.6131847,-20.88236365,1238.764648,-444.077301
140.614018,-20.88236365,1111.939941,-444.077301
140.6148513,-20.88236365,818.0211792,-425.8327026
140.5323546,-20.88319695,693.2895508,-2741.414063
140.5331879,-20.88319695,696.3911743,-2741.414063
140.5340212,-20.88319695,687.8740234,-2741.414063
140.5348545,-20.88319695,672.8779907,-2741.414063
140.5356878,-20.88319695,656.7414551,-2850.221191
140.5365211,-20.88319695,640.9746704,-2850.221191
140.5373544,-20.88319695,627.7484131,-2850.221191
140.5381877,-20.88319695,617.3894043,-2850.221191
140.539021,-20.88319695,609.2260742,-2850.221191
140.5398543,-20.88319695,602.0612183,-2567.791748
140.5406876,-20.88319695,595.5084229,-2567.791748
140.5415209,-20.88319695,588.9402466,-2567.791748
140.5423542,-20.88319695,578.5992432,-2567.791748
140.5431875,-20.88319695,562.7141724,-2567.791748
140.5440208,-20.88319695,544.0726929,-2100.078369
140.5448541,-20.88319695,527.5068359,-2100.078369
140.5456874,-20.88319695,511.3126526,-2100.078369
140.5465207,-20.88319695,490.9375305,-2100.078369
140.547354,-20.88319695,468.4494629,-2100.078369
140.5481873,-20.88319695,446.0786743,-1547.429932
140.5490206,-20.88319695,412.2322083,-1547.429932
140.5498539,-20.88319695,387.6296997,-1547.429932
140.5506872,-20.88319695,536.920166,-1547.429932
140.5515205,-20.88319695,1044.579102,-1547.429932
140.5523538,-20.88319695,1770.983765,-1045.373779
140.5531871,-20.88319695,2342.644287,-1045.373779
140.5540204,-20.88319695,2484.891357,-1045.373779
140.5548537,-20.88319695,2234.557861,-1045.373779
140.555687,-20.88319695,1807.297119,-1045.373779
140.5565203,-20.88319695,1390.537476,-735.1153564
140.5573536,-20.88319695,1062.682983,-735.1153564
140.5581869,-20.88319695,827.0952148,-735.1153564
140.5590202,-20.88319695,667.0864258,-735.1153564
140.5598535,-20.88319695,575.6638184,-735.1153564
140.5606868,-20.88319695,525.3562622,-966.9615479
140.5615201,-20.88319695,475.5500488,-966.9615479
140.5623534,-20.88319695,443.3585815,-966.9615479
140.5631867,-20.88319695,428.6722717,-966.9615479
140.56402,-20.88319695,417.3990784,-966.9615479
140.5648533,-20.88319695,415.8088989,-1386.954834
140.5656866,-20.88319695,422.6360474,-1386.954834
140.5665199,-20.88319695,425.907074,-1386.954834
140.5673532,-20.88319695,429.9114685,-1386.954834
140.5681865,-20.88319695,448.9890442,-1386.954834
140.5690198,-20.88319695,492.545929,-1835.250732
140.5698531,-20.88319695,545.6109619,-1835.250732
140.5706864,-20.88319695,574.2884521,-1835.250732
140.5715197,-20.88319695,563.3747559,-1835.250732
140.572353,-20.88319695,528.4946289,-1835.250732
140.5731863,-20.88319695,481.0331726,-2156.845947
140.5740196,-20.88319695,442.6030884,-2156.845947
